article_id,source,path,author_ids,combined_text,text_for_tfidf
1457,ARPD,finalpdfs/210.pdf,['AUTH_00016'],"استخدمت الدراسه الحاليه نظريه امكانيه التعميم في تقدير ثبات اختبار تقييم كفاءه الطلاب في الرياضيات. واثناء الدراسه. طبق اختبار يشتمل تسع مهمات معقده موزعه علا ثلاث صيغ: ا) ثلاث مهمات محكمه البناء. ب) ثلاث مهمات غير محكمه البناء. ج) ثلاث مهمات ذات معلومات مشوشه, كاساس لتقييم كفاءه الاعداد والحساب. علا عينه مكونه من )331( طالبا فا السنه الرابعه ابتدائي. وقد شارك في عمليه تقييم اداء الطلاب ثلاثه مقدرين مدربين باستخدام شبكات تصحيح تحليليه وتم تحليل البيانات بواسطه تصميم ثنائي البعد متقاطع Lis طالبء Xdoge مقدر باستخدام حزمه 150100 . اظهرت نتائج الدراسه وجود مصادر خطا كبيره راجعه الا اثر تفاعل الطالب مع المهمه والتاثير الرئيسي للمهمه. ومن اجل ضمان مستويات ثبات مقبوله يجب زياده عدد المهمات وليس عدد المقدرين. كما ينبغي العنايه اثناء استخدام المهمات المعقده في قياسات تقييم الكفاءه. (ال نظريه التعميم  الثبات. اختبار تقييم الكفاءه. مصادر تباين","استخدم دراسه حاليه ظري مكان تعميم قدير ثب ختبار قييم فاء طلاب الرياضيات. اثناء دراسه. طبق ختبار شتمل سع مهم معقد موزع ثلاث صيغ: ا) ثلاث مهم محكم بناء. ب) ثلاث مهم محكم بناء. ج) ثلاث مهم معلوم مشوشه, اساس قييم فاء اعداد حساب. مكو )331( طالب سنه رابعه ابتدائي. شار عمل قييم داء طلاب ثلاث مقدر مدرب استخدام شبك صحيح حليل تم حليل بيان واسط صميم ثنائ متقاطع Lis طالبء Xdoge مقدر استخدام حزم 150100 . اظهر تائج دراسه جود مصادر خط بير راجع ثر فاعل طالب مهمه تاثير رئيس مهمه. جل ضم مستو ثب مقبول جب زياد عدد مهم عدد مقدرين. نبغي عنايه اثناء استخدام مهم معقده قياس قييم كفاءه. (ال ظري تعميم ثبات. ختبار قييم كفاءه. مصادر با"
1326,ARPD,finalpdfs/91.pdf,['AUTH_00072'],هدفت الدراسه الا التعرف الا ابرز التجارب في خصخصه مدارس التعليم العام في ضوء اسلوب المدارس المستقله. والتعرف الا متطلبات تطبيق المدارس المستقله. ومن ثم تقديم تصور مققرح لتطبيق الخصخصه في مدارس التعليم العام في ضوء تجارب المدارس Alar ولتحقيق اهداف الدراسه تم استخدام المنبج الوصفي المسحي. والاستبانه كاداه للدراسه. وطبقت علا عينه عشوائيه بسيطه بلغت (256) قائده من قائدات مدارس التعليم العام الحكومي في مدينه الرياض. وتوصلت الدراسه الا عده نتائجء من اهمها: موافقه افراد الدراسه بدرجه مرتفعه علا اهميه متطلبات تطبيق المدارس المستقله في مدارس التعليم ala وتمثلت ابرز المتطلبات في: glee dig مدرسيه مناسبه لعمليتي التعليم والتعلم: توفير ميزانيه سنويه كافيه لكل مدرسه بناء علا عدد طلابها وانجازاتهاء ترشيح قاده مدارس اكفاء وفق معايير دقيقه بعد تاهيلهمء اقرار مجالس استشاريه لمساعده القاده في اداره المدارس. واخيرا تم بناء تصور مققرح لتطبيق الخصخصه في مدارس التعليم العام في ضوء تجارب المدارس المستقله. ال خصخصه التعليمء مدارس التعليم العامء المدارس المستقله,هدف دراسه تعرف برز تجارب خصخص مدارس تعليم عام ضوء سلوب مدارس مستقله. تعرف متطلب طبيق مدارس مستقله. قديم صور مققرح طبيق خصخصه مدارس تعليم عام ضوء جارب مدارس Alar حقيق هداف دراسه تم استخدام منبج وصف مسحي. استبانه ادا دراسه. طبق عشوائ سيط لغت (256) قائد قائد مدارس تعليم عام حكوم مدي رياض. وصلت دراسه عد نتائجء اهمها: موافق فراد دراسه درج مرتفع متطلب طبيق مدارس مستقله مدارس تعليم ala تمثل برز متطلب ي: glee dig مدرس مناسب عمل تعليم تعلم: وفير ميزان اف مدرس ناء عدد طلاب وانجازاتهاء رشيح قاد مدارس كفاء فق معايير دقيق تاهيلهمء قرار مجالس ستشار مساعد قاده دار مدارس. خير تم ناء صور مققرح طبيق خصخصه مدارس تعليم عام ضوء جارب مدارس مستقله. ال خصخص تعليمء مدارس تعليم عامء مدارس مستقله
1596,ARPD,finalpdfs/64.pdf,['AUTH_00079'],"هدفت الدراسه الا التعرف علا بعض متطلبات تحول جامعه الازهر نحو الجامعه الذكيه, ودرجه اهميه تلك المتطلبات من وجهه نظر اعضاء هيئه التدريس بالجامعه سواء كانت متطلبات تتعلق بالبنيه التحتيه او بالكودار البشريه او الاداره الذكيه. واعتمدت الدراسه علا عينه متفاوته . وذلك من مختلف كليات الجامعه. واستعانت الدراسه بالمنهج الوصفي التحليلي في التعرف علا واقع متطلبات التحول نحو الجامعه الذكيه من وجبه نظر اعضاء هيئه التدريس بجامعه الازهر. سعيا الا وضع رؤيه مستقبليه لتوفير متطلبات التحول نحو الجامعه الذكيه بجامعه الازهر. واعتمدت الدراسه علا اعداد استبيان تم تطبيقه الكترونيا عن طريق (Google Drive), لتحديد متطلبات التحول نحو الجامعه الذكيه. ومدا اهميتهاء اظبرت نتائج الدراسه ان بجامعه الازهرء وفي ضوء نتائج الدراسه ald الباحث بوضع رؤيه مستقبليه لتوفير متطلبات تحول جامعه الازهر نحو الجامعه الذكيه وتطبيقها كاحد النماذج التعليميه المعاصره. ال الجامعه الذكيه. جامعه الازهر. رؤيه مستقبليه","هدف دراسه تعرف متطلب جامع ازهر جامعه ذكيه, درج متطلب جه ظر اعضاء هيئ تدريس جامعه سواء انت متطلب تعلق بنيه تحتيه او كودار بشريه او اداره ذكيه. اعتمد دراسه متفاو . مختلف جامعه. استعان دراسه منهج وصف تحليل تعرف قع متطلب جامعه ذكيه جب ظر اعضاء هيئ تدريس جامع ازهر. سعي ضع رؤ مستقبل وفير متطلب جامعه ذكيه جامع ازهر. اعتمد دراسه عداد استبي تم طبيق كتروني طريق (Google Drive), حديد متطلب جامعه ذكيه. مد اهميتهاء اظبرت تائج دراسه ان جامع ازهرء ضوء تائج دراسه ald باحث وضع رؤ مستقبل وفير متطلب جامع ازهر جامعه ذكيه طبيق احد نماذج تعليميه معاصره. ال جامعه ذكيه. جامع ازهر. رؤ مستقبل"
1543,ARPD,finalpdfs/289.pdf,['AUTH_00129'],"هدفت الدراسه التعرف الا درجه ممارسه الحريه الاكاديميه, لدا اعضاء digs التدريس في الكليات الجامعيه التابعه لجامعه البلقاء التطبيقيه في محافظات شمالي المملكه. ولتحقيق اهداف الدراسه اتبع الباحث المنهج الوصفي المسحي. تمثلت اداه الدراسه في استبانه جرا التاكد من صدقها وثباتها. OSG مجتمع الدراسه من (373) من اعضاء الهيئه التدريسيه. وتم اختيار عينه طبقيه عشوائيه بلغت (170) عضو هيئه تدريس. تبين من تحليل النتائج ان المتوسط الحسابي العام لدرجات ممارسه الحريه الاكاديميه لدا اعضاء هيئه التدريس في كليات جامعه البلقاء في محافظات الشمال جاء بدرجه متوسطه. حيث بلغ المتوسط الحسابي لها )2.67( بانحراف معياري ( الحريه الاكاديميه. اعضاء هيئه التدريسء جامعه البلقاء","هدف دراسه تعرف درج ممارس حريه الاكاديميه, دا اعضاء digs تدريس جامعيه تابعه جامع بلقاء تطبيقيه محافظ مملكه. حقيق هداف دراسه تبع باحث منهج وصف مسحي. تمثل دا دراسه ستبان جر تاكد صدق ثباتها. OSG مجتمع دراسه (373) اعضاء هيئه التدريسيه. تم ختيار طبق عشوائ لغت (170) عض هيئ تدريس. حليل نتائج ان متوسط حساب عام درج ممارس حريه الاكاديميه دا اعضاء هيئ تدريس جامع بلقاء محافظ جاء درج متوسطه. لغ متوسط حساب )2.67( انحراف معيار ( حريه الاكاديميه. اعضاء هيئ تدريسء جامع بلقاء"
484,ARPD,finalpdfs/73.pdf,"['AUTH_00122', 'AUTH_00162', 'AUTH_00144']",هدفت الدراسه الحاليه الا الكشف عن انعكاسات ظاهره التنمر الالكتروني علا طلاب كليه التربيه النوعيه جامعه طنطاء وفي سبيل تحقيق ذلك تم استخدام المنيج الوصفي واداه الاستبانه Al اشتملت علا محورين هما؛ الممارسات الخاصه بالمتنمرين عب رالانترنت. و LT التنمر علا الطلاب. الذا تضمن بعدين ؛ اثار التنمر علا ضحايا التنمر من الطلاب . اثار التنمر علا الطلاب المتنمرين: وطبقت الاستبانه علا عينه عشوائيه طبقيه من طلاب كليه التربيه النوعيه جامعه طنطا بلغ قوامها (541) عضوا بنسبه مئويه(20.92) من المجتمع الاصلي والبالغ(2586) طالبا وطالبه. وتوصلت الدراسه الا ان ابرز الممارسات الخاصه بالمتنمرين عبر الانترنت هي : ينتحل الطالب شخصيه صديق له واظهاره بصوره سيئه امام الاخرين. يسخر الطالب من هيئه وشكل احد الطلاب عبر مواقع التواصل الاجتماعيء يطلق الطالب بعض الاسماء التي تثير السخريه علا الاخرين عبر الانترنتء توجيه تهديدات لبعض الطلاب من خلال مواقع التواصل الاجتماعي. تسجيل الالفاظ الخادشه للطلاب وعرضها علا الانترنت. كما توصلت الدراسه الا ان ابرز GUT التنمرعلا ضحايا التنمرمن الطلاب هي: يشعر الطالب المتنمر عليه بالضيق والبؤس والارتباك . يشعر الطالب المتنمر عليه بالقلق وعدم OLA يضعف لدا الطالب المتنمر عليه التركهز والانتباه اثناء العمليه التعليميه. يواجه الطالب المتنمر عليه صعوبه في تكوين الصداقات داخل الجامعه وخارجها. يصبح الطالب المتنمر عليه ASI عرضه للاستغلال. كما توصلت الدراسه الا ان ابرز اثار التنمر علا الطلاب المتنمرين هي: يواجه الطالب المتنمر قصور في الاستفاده من البرامج الجامعيه بالكليه. يحرم الطالب المتنمر ويطرد من الجامعه. يتورط الطالب المتنمر في اعمال اجراميه ومخالفه للقانون. يدخل الطالب المتنمر في Sle دائم مع الاخرين داخل الجامعه. لا يرا الطالب pith سوا نفسه وما يمكن ان يحصل dle كما توصلت الدراسه الا وجود فروق ذات Ys احصائيه حول اجمالي محوري الاستبانه (الاول: الممارسات الخاصه بالمتنمرين عبر الانترنت . الثاني: اثار التنمر الالكتروني علا طلاب الجامعه) . عند مستوا (0.05) ترجع لاختلاف متغهر النوع. وكانت جميع هذه الفروق لصالح الفئه الاعلا في المتوسط وهم الطالباتء كما توصلت الدراسه الا وجود فروق ذات دلاله احصائيه بين استجابات افراد العينه pack Lag الفرقه بالنسبه لاجمالي المحور الاول من الاستبانه. لصالح فئه طلاب الفرقه الرابعه. كما توجد فروق ذات دلاله احصائيه بين استجابات افراد العينه تبعا لمتغير الفرقه بالنسبه لاجمالي المحور الثاني من LM لصالح فئه طلاب الفرقه الرابعه. ال التنمر AUS So AY التربيه النوعيه. جامعه طنطاء,هدف دراسه حاليه كشف انعكاس ظاهر تنمر الكترون طلاب تربيه نوعيه جامع طنطاء سبيل حقيق تم استخدام منيج وصف دا استبانه Al اشتمل محور هما؛ ممارس خاصه متنمر عب رالانترنت. LT تنمر طلاب. ضم عد ؛ ثار تنمر ضحاي تنمر طلاب . ثار تنمر طلاب المتنمرين: طبق استبانه عشوائ طبق طلاب تربيه نوعيه جامع طنط لغ قوام (541) عض نسب مئويه(20.92) مجتمع اصل والبالغ(2586) طالب طالبه. وصلت دراسه ان برز ممارس خاصه متنمر عبر انترنت : نتحل طالب شخص صديق ظهار صور ئه مام اخرين. سخر طالب هيئ شكل حد طلاب عبر مواقع تواصل الاجتماعيء طلق طالب اسماء ثير سخريه اخر عبر انترنتء وج تهديد طلاب مواقع تواصل الاجتماعي. سجيل الفاظ خادشه طلاب عرض انترنت. وصلت دراسه ان برز GUT تنمرعل ضحاي تنمرمن طلاب هي: شعر طالب متنمر ضيق بؤس ارتباك . شعر طالب متنمر قلق عدم OLA ضعف دا طالب متنمر تركهز انتباه اثناء عمليه التعليميه. واج طالب متنمر صعوب كو صداق داخل جامعه خارجها. صبح طالب متنمر ASI عرض للاستغلال. وصلت دراسه ان برز ثار تنمر طلاب متنمر هي: واج طالب متنمر قصور استفاده برامج جامعيه كليه. حرم طالب متنمر طرد جامعه. تورط طالب متنمر عمال جرام مخالف قانون. دخل طالب متنمر Sle دائم اخر داخل جامعه. را طالب pith سو مك ان حصل dle وصلت دراسه جود روق Ys حصائ جمال محور استبانه (الاول: ممارس خاصه متنمر عبر انترنت . ثاني: ثار تنمر الكترون طلاب جامعه) . مستو (0.05) اختلاف متغهر نوع. انت فروق صالح فئه اعل متوسط طالباتء وصلت دراسه جود روق دلال حصائ استجاب فراد pack Lag فرقه نسبه اجمال محور اول الاستبانه. صالح ئه طلاب فرقه رابعه. وجد روق دلال حصائ استجاب فراد بع متغير فرقه نسبه اجمال محور ثان LM صالح ئه طلاب فرقه رابعه. ال تنمر AUS So AY تربيه نوعيه. جامع طنطاء
695,ARPD,finalpdfs/289.pdf,['AUTH_00120'],"هدفت الدراسه التعرف الا درجه ممارسه الحريه الاكاديميه, لدا اعضاء digs التدريس في الكليات الجامعيه التابعه لجامعه البلقاء التطبيقيه في محافظات شمالي المملكه. ولتحقيق اهداف الدراسه اتبع الباحث المنهج الوصفي المسحي. تمثلت اداه الدراسه في استبانه جرا التاكد من صدقها وثباتها. OSG مجتمع الدراسه من (373) من اعضاء الهيئه التدريسيه. وتم اختيار عينه طبقيه عشوائيه بلغت (170) عضو هيئه تدريس. تبين من تحليل النتائج ان المتوسط الحسابي العام لدرجات ممارسه الحريه الاكاديميه لدا اعضاء هيئه التدريس في كليات جامعه البلقاء في محافظات الشمال جاء بدرجه متوسطه. حيث بلغ المتوسط الحسابي لها )2.67( بانحراف معياري ( الحريه الاكاديميه. اعضاء هيئه التدريسء جامعه البلقاء","هدف دراسه تعرف درج ممارس حريه الاكاديميه, دا اعضاء digs تدريس جامعيه تابعه جامع بلقاء تطبيقيه محافظ مملكه. حقيق هداف دراسه تبع باحث منهج وصف مسحي. تمثل دا دراسه ستبان جر تاكد صدق ثباتها. OSG مجتمع دراسه (373) اعضاء هيئه التدريسيه. تم ختيار طبق عشوائ لغت (170) عض هيئ تدريس. حليل نتائج ان متوسط حساب عام درج ممارس حريه الاكاديميه دا اعضاء هيئ تدريس جامع بلقاء محافظ جاء درج متوسطه. لغ متوسط حساب )2.67( انحراف معيار ( حريه الاكاديميه. اعضاء هيئ تدريسء جامع بلقاء"
664,ARPD,finalpdfs/258.pdf,['AUTH_00060'],"سعت الدراسه الحاليه الا الكشف عن اثر برنامج ارشاد جمعي في خفض اعراض الغفضب لدا عينه من الاناث اطفال اللاجئين السوريين القاطنين في الاردن. تالف افراد الدراسه من )32( طفله تراوحت اعمارهن بين (10- 13) diy تم توزيغهن عشوائيا الا مجموعتينء المجموعه التجريبيه (ن 16) وتلقت )14( جلسه تدريبيه علا مهارات اداره الغضب. والمجموعه الضابطه (ن 16) التي لم يشارك افرادها في اي تدخل ارشادي. اشارت ila الدراسه الا وجود فروق Gls احصائيا عند مستوا a) 0.05( بين متوسط درجات المجموعه التجريبيه ودرجات المجموعه الضابطه علا مقياس الفضب بابعاده السته: مثيرات الغضب والمشاعر المصاحبه للغفضب والاعراض السيكوسوماتيه والغفضب الذاتا والخارجي وحده الغفضب, في القياس البعدي لصالح المجموعه التجريبيه. فيما اشارت نتائج المقارنات بين نتائج القياس البعدي والتتبعي علا مقياس الغضب بابعاده السته. الا عدم وجود فروق داله احصائيا عند مستوا الدلاله a) 0.05) بين متوسطات درجات افراد المجموعه التجريبيه في القياس البعدي والتتبعي. علا الدرجه الكليه والدرجات الفرعيه لمقياس (ال الارشاد الجمعي اعراض الغضب اطفال اللاجئين السوريين","سع دراسه حاليه كشف ثر رنامج رشاد جمع خفض عراض غفضب دا اناث طفال لاجئ سوري قاطن اردن. تالف فراد دراسه )32( طفل تراوح عمار (10- 13) diy تم وزيغ عشوائي مجموعتينء مجموعه تجريبيه (ن 16) تلق )14( جلس دريب مهار دار غضب. مجموعه ضابطه (ن 16) شار فراد اي دخل ارشادي. اشار ila دراسه جود روق Gls حصائي مستو a) 0.05( متوسط درج مجموعه تجريبيه درج مجموعه ضابطه مقياس فضب ابعاد سته: مثير غضب مشاعر مصاحبه غفضب اعراض السيكوسوماتيه غفضب خارج حد غفضب, قياس صالح مجموعه التجريبيه. اشار تائج مقارن تائج قياس تتبع مقياس غضب ابعاد سته. عدم جود روق دال حصائي مستو دلاله a) 0.05) متوسط درج فراد مجموعه تجريبيه قياس تتبعي. درجه كليه درج فرعيه مقياس (ال ارشاد جمع عراض غضب طفال لاجئ سوري"
204,AM,finalpdfs/Edu_17.pdf,"['AUTH_00224', 'AUTH_00223']","هدفت الدراسه الحاليه التعرف الا Gs yall في استخدام اليات الدفاع الاوليه بين طلبه الجامعه بين ذوي الاعاقه ومن غير ذوي الاعاقه. تكونت Aye الدراسه من )132( من غير ذوي الاعاقه 5 )43( اعاقه بصريه (46) اعاقه سمعيه (29) واعاقه حركيه )14( طالبا وطالبه من طلبه الجامعات الاردنيه وتم اختيارهم بطريقه عشوائيه. ولتحقيق اهداف الدراسه تم بناء مقياس اليات الدفاع الاوليه من (56) فقره موزع علا ثلاثه ابعاد: (اليات الدفاع الناضجه:؛ غير ناضجه والعصابيه) ؛ وقد تم التحقق من دلالات صدقه وثباته. اشارت النتائج الا انه لا يوجد فروق بين الطلبه من ذوي الاعاقه وغير ذوي الاعاقه في استخدام اليات الدفاع الاوليه علا مستوا الابعاد حيث اظهرت النتائج ان وسائل الدفاع الناضجه الاكثر استخدما لديهم بمستوا متوسطء تليها العصابيه وفي المرتبه الاخيره غير الناضجه ولكن يوجد فروق علا مستوا اليات الدفاع الاوليه في كل بعد؛ حيث اشارت النتائج ان اكثر ميكانيزم عصابي استخداما لدا الطلبه من غير ذوي الاعاقه وذوي الاعاقه البصريه والحركيه هي الحذلقه والازاحه gal ذوي الاعاقه السمعيه؛ كما ان اكثر اليات الدفاع غير الناضجه استخداما لدا الطلبه من غير ذوي الاعاقه وذوي الاعاقه السمعيه كانت الانكارء بينما الطلبه من ذوي الاعاقه البصريه والحركيه كانت التشاكي. وانه لا توجد فروق NS دلاله احصائيه في جميع اليات الدفاع الاوليه عدا (الكبت والعدوان السلبي) تعزا لمتغير الجنسء وكانت الفروق في الكبت لصالح الاناثء Lal في العدوان السلبي لصالح الذكورء كما اوضحت النتائج وجود فروق ذات دلاله احصائيه في اليات الدفاع الاوليه تعزا لمتغير نوع الاعاقه لدا الطلبه ذوي الاعاقه علا ابعاد (التساميء التراجع الازاحه؛ العدوان السلبي) لصالح الاعاقه السمعيه و(التفكيك, تحقير IAM والاخرين الانكارء التبريرء احلام اليقظه) لصالح الاعاقه الحركيه. Sly علا نتائج الدراسه توصي الدراسه باهميه اعداد وتطوير برامج ارشاديه لاكساب الطلبه سواء من ذوي الاعاقه او غير ذوي الاعاقه علا التعامل والتكيف مع الصراعات والمشكلات الحاده لتجنب استعمال اليات الدفاع لا تكيفيه. ال اليات cg Gall ذوي الاعاقه المرحله الجامعيه دراسه مقارنه","هدف دراسه حاليه تعرف Gs yall استخدام يات دفاع اوليه طلب جامعه اعاقه اعاقه. كونت Aye دراسه )132( اعاقه 5 )43( عاق صر (46) عاق سمع (29) عاق حرك )14( طالب طالب طلب جامع اردنيه تم ختيار طريق عشوائيه. حقيق هداف دراسه تم ناء مقياس يات دفاع اوليه (56) قر موزع ثلاث ابعاد: (ال دفاع ناضجه:؛ ناضج عصابيه) ؛ تم تحقق دلال صدق ثباته. اشار نتائج نه وجد روق طلبه اعاقه اعاقه استخدام يات دفاع اوليه مستو ابعاد اظهر نتائج ان سائل دفاع ناضجه اكثر ستخدم مستوا متوسطء عصابيه مرتبه اخيره ناضجه وجد روق مستو يات دفاع اوليه عد؛ اشار نتائج ان كثر ميكانيزم عصاب استخدام دا طلبه اعاقه اعاقه بصريه حركيه حذلقه ازاحه gal اعاقه سمعيه؛ ان كثر يات دفاع ناضجه استخدام دا طلبه اعاقه اعاقه سمعيه انت انكارء ينما طلبه اعاقه بصريه حركيه انت تشاكي. نه وجد روق NS دلال حصائ يات دفاع اوليه (الكبت عدو سلبي) عز متغير جنسء انت فروق كبت صالح اناثء Lal عدو سلب صالح ذكورء اوضح نتائج جود روق دلال حصائ يات دفاع اوليه عز متغير وع اعاقه دا طلبه اعاقه بعاد (التساميء تراجع ازاحه؛ عدو سلبي) صالح اعاقه سمعيه و(التفكيك, حقير IAM اخر انكارء تبريرء حلام يقظه) صالح اعاقه حركيه. Sly تائج دراسه وص دراسه اهم عداد طوير رامج رشاد اكساب طلبه سواء اعاقه او اعاقه تعامل تكيف صراع مشكل حاده استعمال يات دفاع تكيفيه. ال يات cg Gall اعاقه مرحله جامعيه دراس مقار"
677,ARPD,finalpdfs/271.pdf,['AUTH_00089'],هدفت الدراسه الا تحليل محتوا كتب الفيزياء في المملكه العربيه السعوديه في ضوء jules العلوم للجيل القادم 2719855 حيث ك استخدم المنهج الوصفي التحليلي باداه ه لتحليل كتب الفيزياء في ضوء NGSS في بعد الطاقه التابع لمعايير العلوم الفيزيائيه. وذلك في مرتكزات: (الافكار الرئيسه الممارسات العلميه والهندسيه. المفاهيم الشامله المتداخله). وتوصلت الدراسه الا: تحقق المرتكزات الرئيسه في كتب الفيزياء للمرحله الثانويه بنسبه تضمين منخفضه يلقت )33.33 ( وتركزت في محتوا منهاج الفيزياء للصف الثاني الثانوي في الفصل الاولء ويمثل مرتكز الافكار الرئيسه الاكثر Last في المحتوا. بنسبه تضمين متوسطه بلغت (7665 تحليل المحتواء معايير العلوم للجيل القادم INGSS كتب,هدف دراسه حليل محت تب فيزياء مملكه عربيه سعوديه ضوء jules علوم جيل قادم 2719855 ستخدم منهج وصف تحليل ادا حليل تب فيزياء ضوء NGSS طاقه تابع معايير علوم الفيزيائيه. مرتكزات: (الافكار رئيسه ممارس علميه هندسيه. مفاهيم شامله المتداخله). وصلت دراسه ا: حقق مرتكز رئيسه تب فيزياء مرحله ثانويه نسب ضم منخفض يلق )33.33 ( تركز محت منهاج فيزياء صف ثان ثانو فصل اولء مرتكز افكار رئيسه اكثر Last محتوا. نسب ضم متوسط لغت (7665 حليل محتواء معايير علوم جيل قادم INGSS تب
701,ARPD,finalpdfs/295.pdf,"['AUTH_00172', 'AUTH_00044']","هدفت الدراسه الا الكشف عن مستوا امتلاك طلبه الصف العاشر في المدارس الاردنيه الحكوميه والخاصه ومدارس التميز للمفاهيم البديله في العلوم. تكونت عينه الدراسه من )388( طالبا وطالبه تم اختيارهم بالطريقه المتيسره, وخضعت لاختبار الكشف عن المفاهيم البديله الذي اعد لهذا الغرض بعد التحقق من صدقه وثباته. اظهرت نتائج الدراسه ان مستوا امتلاك المفاهيم البديله لدا طلبه المدارس الحكوميه اعلا dis لدا طلبه المدارس الخاصه. وطلبه مدارس التميز علا الترتيب. ly مستوا امتلاك الذكور للمفاهيم البديله اعلا منه لدا الاناث. كما تشابهت اشكال المفاهيم البديله لدا طلبه تلك المدارس بنسبه )63.88 (. وفي ضوء النتائج قدمت بعض التوصيات. مثل ضروره التركيز علا فهم المفاهيم العلميه في اثناء عمليتي التعلم والتعليم. والعمل علا تقويمها باستمرار. (ال طلبه الصف العاشر الاساسيء المدارس الحكوميه المدارس","هدف دراسه كشف مستو متلا طلب صف عاشر مدارس اردنيه حكوميه خاصه مدارس تميز مفاهيم بديله علوم. كونت دراسه )388( طالب طالب تم ختيار طريقه متيسره, خضع اختبار كشف مفاهيم بديله عد غرض تحقق صدق ثباته. اظهر تائج دراسه ان مستو متلا مفاهيم بديله دا طلب مدارس حكوميه dis دا طلب مدارس خاصه. طلب مدارس تميز ترتيب. ly مستو متلا ذكور مفاهيم بديله دا اناث. تشابه شكال مفاهيم بديله دا طلب مدارس نسب )63.88 (. ضوء نتائج قدم توصيات. ضرور تركيز مفاهيم علميه اثناء عمل تعلم تعليم. عمل قويم باستمرار. (ال طلب صف عاشر اساسيء مدارس حكوميه مدارس"
531,ARPD,finalpdfs/126.pdf,['AUTH_00066'],"نه و علي البركات و ايناس رضوان تاريخ تسلم البحث: 2020/11/8 ملخص: هدفت الدراسه الا الكشف عن فاعليه استراتيجيه ابعاد التعلم السداسيه في تحسين مظاهر التفاعل الصفي في Glin تعلم الرياضيات لدا SLs الصف التاسع الاساسي. ولتحقيق LDS تم اعداد انشطه تعليميه-تعلميه قائمه علا استراتيجيه الابعاد السداسيه فضلا عن اعداد بطاقه ملاحظه. وتم اختيار عينه متيسره مكونه من مجموعتين: الاولا تجريبيه تكونت من )25( طالبه درسن من خلال استراتيجيه الابعاد السداسيهء والثانيه ضابطه تكونت من )26( طالبه درسن بالطريقه الاعتياديه. واظهرت نتائج الدراسه وجود فروق جوهريه في متوسطات الرتب لدرجه تقدير مظاهر التفاعل الصفي مجتمعه. وعلا مستوا جميع مجالاتها (الدعم العاطفي, والتنظيم الصفيء والدعم التعليمي). لصالح استراتيجيه الابعاد السداسيه. وعليه. قدمت الدراسه مجموعه من التوصيات ذات الصله. (ال استراتيجيه الابعاد السداسيه. التفاعل الصفيء بيئات تعلم","نه برك يناس رضو تاريخ سلم بحث: 2020/11/8 ملخص: هدف دراسه كشف استراتيجيه بعاد تعلم سداسيه حس مظاهر تفاعل صف Glin علم رياض دا SLs صف تاسع اساسي. حقيق LDS تم عداد نشط تعليميه-تعلميه قائم استراتيجيه ابعاد سداسيه ضل عداد ملاحظه. تم ختيار متيسر مكو مجموعتين: اول جريب كونت )25( طالب درس استراتيجيه ابعاد سداسيهء ثانيه ضابط كونت )26( طالب درس طريقه الاعتياديه. اظهر تائج دراسه جود روق جوهر متوسط رتب درج قدير مظاهر تفاعل صف مجتمعه. مستو مجال (الدعم عاطفي, تنظيم صفيء دعم التعليمي). صالح استراتيجيه ابعاد سداسيه. عليه. قدم دراسه مجموع توص صله. (ال استراتيجيه ابعاد سداسيه. تفاعل صفيء يئ علم"
