article_id,abstract_ar,source,path,keywords,author_ids
395,"هدفت الدراسه التعرف الا درجه تضمين مفاهيم المواطنه الرقميه في كتب التربيه الوطنيه والمدنيه. والمام معلمي تلك الكتب بها. وقد تالفت عينه الدراسه من (43) معلما من معلمي التربيه الوطنيه والمدنيه في مديريه قصبه اربد تم اختيارهم بالطريقه القصديه. ومن جميع كتب التربيه الوطنيه والمدنيه للمرحله الاساسيه ٠ للعام الدراسي 2016/ 2.017 اعتمد الباحث المقابلات التربيه الوطنيه والمدنيه من استخدام مصطلح المواطنه الرقميه, وخلوها ٠ من اي تكرار ل )63( مفهوما. في حين تضمنت (56) مفهوما؛ ورد )36( مفهوما منها في كتاب التربيه الوطنيه والمدنيه للصف الثامن وحده. كما كان عدد تكرارات (33) مفهوما منها (3) مرات علا الاكثر. وان الوصول الرقمي ومحو الاميه الرقميه هما المحوران اللذان وردت بعض مفاهيمهما في جميع كتب التربيه الوطنيه والمدنيه وان خمسه محاور من اصل تسعه لم ترد اي من مفاهيمها الا في كتاب التربيه الوطنيه والوطنيه للصف الثامن. كما اشارت النتائج الا تدني معرفه معلمي التربيه الوطنيه والمدنيه بشكل كبير بمحاور ومفاهيم المواطنه الرقميه. (ال",ARPD,finalpdfs/270.pdf,['تحليليه'],[np.str_('AUTH_00148')]
396,هدفت الدراسه الا تحليل محتوا كتب الفيزياء في المملكه العربيه السعوديه في ضوء jules العلوم للجيل القادم 2719855 حيث ك استخدم المنهج الوصفي التحليلي باداه ه لتحليل كتب الفيزياء في ضوء NGSS في بعد الطاقه التابع لمعايير العلوم الفيزيائيه. وذلك في مرتكزات: (الافكار الرئيسه الممارسات العلميه والهندسيه. المفاهيم الشامله المتداخله). وتوصلت الدراسه الا: تحقق المرتكزات الرئيسه في كتب الفيزياء للمرحله الثانويه بنسبه تضمين منخفضه يلقت )33.33 ( وتركزت في محتوا منهاج الفيزياء للصف الثاني الثانوي في الفصل الاولء ويمثل مرتكز الافكار الرئيسه الاكثر Last في المحتوا. بنسبه تضمين متوسطه بلغت (7665,ARPD,finalpdfs/271.pdf,['تحليل المحتواء معايير العلوم للجيل القادم INGSS كتب'],[np.str_('AUTH_00196')]
397,"ص جديده WS بسبب بنيتها الجزيئيه الصغيره. وتركز المبادره الوطنيه للنانو علا المساهمات الجديده التي لم تكن موجوده مسبقاء اي علا الخصائص والظواهر والوظائف الجديده التي تطرا علا الماده حين تصبح في مستوا القياس النانوي. Gl السمه الاساسيه للنانوتكنولوجي هي قدرتها علا القياس والتحكم والسيطره والتلاعب بالمواد في المقياس النانوي, وذلك لتغيير خصائصها ووظاتفها )2009 .CNNI, silill ple sary من الحقول الجديده في مجال العلوم والتكنولوجيا التي تتعامل مع خصائص وهيكله ومكونات مواد تقع في المقياس النانوي. وقد اثر هذا بشكل ايجابي علا القدره البشريه لتصميم وانتاج ادوات جديده وانظمه اكثر كفاءه. وتتضمن النانوتكنولوجي العديد من التطبيقات في حياه الانسان مثل الصناعه والزراعه والطب والغذاء ومستحضرات التجميل. ففي مجال الطب مثلاء اظهرت هذه التقنيه طريقه فعاله جدا في ايصال الدواء الا الخليه المصابه وذلك باستخدام بوليمرات متشعبه خاصه كمواد حامله للدواء تستهدف الخليه المصابه. مما بات سببا رئيسا لتحسن كبير في تاثير الدواء مقارنه مع العلاج باستخدام العقاقير الدوائيه. وقد ادا هذا بالتالي الا انخفاض في سميه الدواء وتق",ARPD,finalpdfs/272.pdf,['النانوتكنولوجي.ء المعرفه النانويه'],"[np.str_('AUTH_00035'), np.str_('AUTH_00155')]"
398,"هدفت الدراسه للتعرف علا مدا ممارسه معلمي الفصول العاديه وفصول ذوي الاعاقه لمهارات التفكيرما وراء المعرفيء. واختلاف تلك الممارسه باختلاف بعض المتغيرات الديمغرافيه للدراسه (الجنسء والجنسيه. والمرحله التعلميه). استخدمت الدراسه المنهج الوصفي المقارن. وقد تكونت عينه الدراسه من )786( من ales التعليم العام والخاص في المراحل التعليميه المختلفه Alyy ) المتوسطه: والثانويه) بواقع (654) من معلمي الطلبه العاديين و(132) من معلمي الطلبه ذوي الاعاقه. تم اختيارهم بطريقه عشوائيه بسيطه. طبقت الدراسه استبانه مهارات التدريس ماوراء المعرفي التي تم اعدادها من الباحثين. حيث احتوت الاستبانه في صورتها النهائيه علا ثلاثه ابعاد هي التخطيط والمراقبه والتقويم. واظهرت نتائج الدراسه تدني ممارسه مهارات التفكير ما وراء المعرفي بابعاده الثلاث (التخطيط؛ المراقبه. والتفويم) cul كل من معلمي الطلبه العاديين ومعلمي ذوي الاعاقه. كذلك اظهرت النتائج عدم وجود فروق داله احصائيه بين ممارسات معلمي الطلبه العاديين ومعلمي الطلبه ذوي الاعاقه في جميع ابعاد مهارات التفكير ماوراء المعرفي. وقد اظهرت نتائج الدراسه فروقا داله احصائيه بين ممارسه المعلمين والمعلمات في مدارس العاديين فا بعد التقويم. حيث بينت النتائج ان المعلمين كانوا اعلا ممارسه لهذا البعد من المعلماتء, فيما لم تظهر فروق داله احصائيه Login في بعدي التخطيط والمراقبه. في المقابل اظهرت نتائج عينه مدارس ذوي الاعاقه ان المعلمات كن اكثر ممارسه لمهارات التفكير ما وراء المعرفي بابعادها الثلاثه (التخطيط, المراقبه. التقويم) من اقرانهن المعلمين. (ال",ARPD,finalpdfs/273.pdf,['مهارات التفكير ما وراء المعرفي- الطلبه العاديين- ذوي'],[np.str_('AUTH_00191')]
399,"هدفت الدراسه الا الكشف عن مستوا نوعيه الحياه ومستوا تقدير الذات والعلاقه بينهما لدا مرضا السكري في الاردن. تكونت عينه الدراسه من )360( مريضا ومريضه من المصابين بمرض السكري النوع الثاني. ولتحقيق اهداف الدراسه استخدم الباحثان مقياس نوعيه الحياه المختصر لمنظمه الصحه العالميه (The World Health Organization Quality of Life) ومقياس تقدير الذات لروزنبيرغ (Rosenberg Self-Esteem Scale) اظهرت نتائج الدراسه ان مستوا نوعيه Shall وتقدير GIL لدا مرضا السكري ele ضمن المستوا المرتفع. Gly هنالك فروقا داله احصائيا في مستوا نوعيه Shall تبعا لمتغيرات: الجنسء والمؤهل celal ومده الاصابه بالمرضء بينما لم يكن هنالك فروق داله احصائيا في مستوا نوعيه الحياه Lag لمتغير العمر. كما اظهرت نتائج الدراسه ان هنالك فروقا داله Liles) في مستوا تقدير الذات تبعا لمتغيري: الجنس, والمؤهل العلمي, بينما لم يكن هنالك فروق داله احصائيا في تقدير الذات Lag لمتغيري: العمرء ومده الاصابه بالمرض. واخيراء اظهرت نتائج الدراسه وجود علاقه ارتباطيه ايجابيه داله احصائيا بين مستوا نوعيه الحياه ومستوا تقدير الذات لدا مرضا السكري في الاردن. (ال",ARPD,finalpdfs/274.pdf,['نوعيه الحياه. تقدير hdl مرضا السكري'],[np.str_('AUTH_00141')]
400,هدفت الدراسه الحاليه الا الكشف عن فاعليه برنامج ارشادي معرفي سلوكي في خفض العجز المتعلم وتحسين المرونه النفسيه لدا الاطفال المساء اليهم في لواء بني كنانه. تكونت عينه الدراسه من (30) طالبا من الاطفال المساء اليهم الذكورء ورعوا بالتساوي الا مجموعتين: مجموعه تجريبيه تكونت من )15( Lill ومجموعه ضابطه تكونت من(15) طالبا. وللتاكد من تحقيق الاهداف. تم بناء الادوات التاليه: الاطفال المساء egal وبرنامج ارشادي معرفي سلوكي. اظهرت النتائج وجود فروق داله احصائيا عند المستوا )0.05 ( بين المجموعتين ولصالح المجموعه التجريبيه في خفض العجز المتعلم. leg الابعاد الفرعيه (الانفعالي والدافعي والمعرفي). كما كشفت النتائج وجود اثر دال احصائيا للبرنامج الارشادي في تحسين المرونه النفسيه وابعادها (الانفعالي والاجتماعي والعقلي). (ال,ARPD,finalpdfs/275.pdf,"['المعرفي السلوكي', 'العجز المتعلم', 'المرونه النفسيه']","[np.str_('AUTH_00108'), np.str_('AUTH_00123')]"
401,مدفت الدراسه الا تقصي اثر برنامج تعليمي قائم علا التدريس التبادلي في حل المساله الرياضيه والتفكير الناقد لدا طلبه المرحله الاساسيه في الاردن في ضوء مستوياتهم التحصيليه. وقد بلغ عدد افراد الدراسه (74) Alb تم توزيعهم علا i شعبتين: الاولا درست بالطريقه الاعتياديه. والثانيه درست باستخداء البرنامج التعليمي القائم علا التدريس التبادلي. وقد تم بناء برنامج تعليمي قائم علا التدريس doll واداتي الدراسه وهما: اختبار حل المساله الرياضيه ومقياس التفكير ill وللاجابه عن اسئله الدراسه استخدم تحليل التباين الثنائي المشترك. وقد اظهرت النتائج وجود فروق ذات دلاله احصائيه بين الاوساط الحسابيه للمجموعتين التجريبيه والضابطه لاختبار حل المساله الرياضيه واختبار التفكير الناقد تعزا لطريقه التدريس ولصالح المجموعه التجريبيه. (ال,ARPD,finalpdfs/276.pdf,['التدريس التبادليء التفكير الناقد. حل المساله الرياضيه'],"[np.str_('AUTH_00167'), np.str_('AUTH_00023')]"
402,"هدفت الدراسه الا بحث العلاقه بين اضطرابات النطق والكلام وكل من القلقء ورهاب US والاكتئاب. والقبول او الرفض الوالدي. ومعرفه مدا امكانيه التنبؤ بحدوث هذه اضطرابات. تكونت عينه الدراسه من (674) طالبا من الذكور: منهم (332) يمثلون المرحله الاساسيه الثانيه (الرابع - السادس). و )342( يمثلون المرحله الاساسيه العليا (السابع - العاشر). واشارت نتائج الدراسه الا وجود علاقات ارتباطيه داله احصائيه بين اضطرابات النطق والكلام. وكل من رهاب الكلام lilly وعن وجود علاقه ارتباطيه عكسيه داله احصائيا بين اضطرابات النطق والكلام, والرفض الوالدي من جانب الام. في حين لا توجد علاقه ارتباطيه بين اضطرابات النطق والكلام. وكل من القبول الوالدي من جانب الام والاكتئاب. واظهرت النتائج وجود فروق داله احصائيا بين طلاب المرحله الاساسيه الثانيه وطلاب المرحله الاساسيه العليا في اضطرابات النطق والكلام لصالح طلاب المرحله الثانيه. وان القلق ورهاب الكلام والرفض الوالدي مؤشرات تسهم في التنبق باضطرابات النطق والكلام. (ال",ARPD,finalpdfs/277.pdf,['اضطرابات النطق والكلام. رهاب الكلامء الاكتئاب'],[np.str_('AUTH_00101')]
403,"هدفت هذه الدراسه التعرف علا مستوا ممارسه مديرات المدارس الابتدائيه للقياده الاخلاقيه ودورها في تعزيز الثقه التنظيميه من وجهه نظر المعلمات. كما هدفت الا معرفه درجه اختلاف وجهات النظر هذه باختلاف متغيرات (التخصص, والمؤهل العلمي. وسنوات By AN والمكتب الاشرافي). تكونت عينه الدراسه من )432( Lakes تم اختيارهن بالطريقه العشوائيه وقد اشارت نتائج الدراسه الا ما يلي: جاءت جميع ابعاد محور القياده الاخلاقيه التي تمارسها مديرات المدارس الابتدائيه بمدينه الطائف من وجهه نظر المعلمات (عاليه جدا) وفقا لمقياس الدراسه. وجاءت جميع ابعاد محور الثقه التنظيميه التي تمارسها مديرات المدارس الابتدائيه بمدينه الطائف من وجهه نظر المعلمات (عاليه جدا) وفقا لمقياس الدراسه. وجود علاقه ايجابيه ذات دلاله احصائيه بين متغيري القياده الاخلاقيه وجميع مجالاتها وبين الثقه التنظيميه وجميع مجالاتها. ولا توجد فروق ذات دلاله احصائيه بين متوسطات افراد عينه الدراسه في مستوا القياده الاخلاقيه والثقه التنظيميه التي تمارسها مديرات المرحله الابتدائيه من وجهه نظر المعلمات تعزا الا متغيرات (التخصص, والمؤهل العلمي. وسنوات الخبرهء والمكتب الاشرافي). (ال",ARPD,finalpdfs/278.pdf,['القياده الاخلاقيه. الثقه التنظيميه. المديرات. المرحله'],[np.str_('AUTH_00193')]
404,"هدفت هذه الدراسه للتعرف علا مستوا قلق المستقبل clei وعلاقته بتقدير الذات cal الطلبه الجامعيين في محافظه الخليل. وكذلك فحص الفروق في مستوا قلق المستقبل الزواجي وفقا لبعض المتغيرات المستقله كالجنسء والمستوا الاقتصادي. ومكان السكن. ومستوا الطالب الدراسيء والتخصص. تم اختيار عينه عشوائيه تكونت من )180( طالبا وطالبه موزعين علا كل من جامعه Lal والبوليتكنك والقدس المفتوحه بواقع )60( من كل جامعه, المستقبل الرواجي. كما عن اسئله الدراسه. واسفرت الدراسه عن جود Gard في مستوا قلق المستقبل الزواجي تعزا للجنس لصالح الاناث. ولمكان السكن لصالح سكان المدينه. ووجد كذلك فروق تعزا لنوع الجامعه لصالح جامعه القدس المفتوحه. ووجد فروق فروق تعزا للتخصص. واوصت الدراسه بمجموعه من التوصيات اهمها: ضروره توعيه الشباب حول قلق المستقبل الزواجي. وتعزيز مفاهيم التكافل الاجتماعي في (ال",ARPD,finalpdfs/279.pdf,['قلق المستقبل الزواجيء تقدير الذات'],"[np.str_('AUTH_00164'), np.str_('AUTH_00196'), np.str_('AUTH_00117')]"
405,هدفت الدراسه بصفه رئيسه للوقوف علا اهم المعوقات التي تحول دون قيام كليات التربيه بمصر بدورها في تنميه ثقافه التعلم مدا الحياه لدا طلابهاء مستخدمه في سبيل تحقيق ذلك المنيج الوصفيء ومستعينه باداه استبانه موجبه لعينه ممثله من طلاب كليات التربيه بمصرء قوامها )2511( طالبا وطالبه. وقد اسفرت الدراسه الميدانيه لمعوقات تنميه ثقافه التعلم مدا الحياه لدا طلاب كليات التربيه بمصر عن مجموعه من النتائج . لعل اهمها: ان درجه التوافر لاجمالي المعوقات التي تحول دون قيام كليات التربيه بدورها في تنميه ثقافه التعلم مدا الحياه جاءت في مستوا متوفره . وذلك من وجهه نظر عينه الدراسه. بمتوسط حسابي (2.35). كما الذكور. وقد اظهرت النتائج Gayl عدم وجود فروق ذات دلاله احصائيه عند مستوا دلاله )0.05( في استجابات افراد العينه حول معوقات تنميه ثقافه التعلم مدا الحياه لدا طلاب كليات التربيه ال,ARPD,finalpdfs/27.pdf,['ثقافه التعلم مدا الحياه. المعوقات. طلاب كليات التربيه'],[np.str_('AUTH_00129')]
406,هدفت الدراسه الحاليه الا الكشف عن التحيزات المعرفيه لدا عينه مكونه من )496( طالبا وطالبه من طلبه البكالوريوس في جامعه اليرموك. ولتحقيه اهداف الدراسه تم تعريب وتعديل مقياس داكويز للتحيزات المعرفيه (Davos Assessment of Cognitive Biases Scale: DCOBS) الذي يقيس سبعه انواع من التحيزات المعرفيه. كشفت نتائج الدراسه وجود مستوا متوسط من التحيزات المعرفيه علا المقياس ules JS مجالاته الفرعيه. وبينت النتائج ايضا ان مجال الانتباه الا المهددات جاء في المرتبه الاولا؛ تلاه في المرتبه الثانيه مجال القفز الا الاستنتاجات. في حين جاء مجال السلوكيات الامنه في المرتبه الاخيره. كما اظهرت النتائج ان التحيزات المعرفيه المتعلقه بالعزا الخارجي كانت لدا الذكور اعلا منها لدا الاناث. وان الطلبه ذوي التحصيل الاقل بشكل عام يمتلكون مستويات اعلا من التحيزات المعرفيه (علا المقياس ككل ومجالاته الفرعيه) من الطلبه ذوي التحصيل الاعلا. (ال,ARPD,finalpdfs/280.pdf,['التحيزات المعرفيه. الاستراتيجيات التوجيهيهء طلبه'],[np.str_('AUTH_00040')]
407,هدفت هذه الدراسه الا استقصاء فاعليه برنامج wes قائم علا عينه من الطلبه المراهقين. تالفت العينه من 3 ius G0) وطالبه من الصفوف الثامن والتاسع والعاشر من اربعه مدارس خاصه في منطقه عمان الغربيه تم تحديدهم من المرشدين في المدارس باعتبارهم من الطلبه المستقوين. كما حصلوا علا درجات فوق المتوسط علا مقياس سلوك الاستقواء. وابدوا موافقتهم علا المشاركه في البرنامج التدريبي. تم توزيع افراد الدراسه عشوائيا بالتساوي الا مجموعتين: مجموعه تجريبيه خضعت للبرنامج التدريبي ومجموعه ضابطه لم تخضع للبرنامج التدريبي. تم تطبيق مقياسين علا المجموعتينء هما: مقياس الاستقواءء ومقياس الاهتمام الاجتماعي بعد التحقق من صدقهما وثباتهماء وتطبيق برنامج تدريبي في الحاجات العلاقاتيه علا المجموعه التجريبيه بعد التاكد من مناسبته لغرض هذه Gab dual pall المقياسان قبل التدريب وبعده علا المجموعتين. واجري قياس المتابعه بعد شهر من نهايه التدريب علا افراد المجموعه التجريبيه. اظهرت نتائج تحليل التباين المشترك وجود فروق ذات دلاله احصائيه بين متوسطي المجموعتين متوسط م مستوا ا الاهتمام الاجتماعي لدا المجموعه التجريبيه مقارنه + بالضابطه. تظهر فروق ذات دلاله احصائيه ناتجه عن التفاعل بين البرنامج والجنس. واظهرت نتائج الاحصائي (ت) لدلاله الفروق في سلوك الاستقواء والاهتمام الاجتماعي بين متوسط القياس البعدي. وقياس المتابعه للمجموعه التجريبيه عدم وجود فروق ذات دلاله. مما يشير الا استمرار التحسن لدا افراد المجموعه التجريبيه. (ال,ARPD,finalpdfs/281.pdf,['الحاجات العلاقاتيه. سلوك الاستقواءء الاهتمام الاجتماعي'],[np.str_('AUTH_00146')]
408,"هدفت هذه الدراسه الا الكشف عن اثر برنامج ارشاد جمعي في خفض القلق والاكتئاب لدا عينه قصديه تالفت من (32) طالبه تراوحت اعمارهن ما بين )14-12( سنه من اطفال الامهات المصابات بامراض مزمنه Aegis قسمت عشوائيا الا مجموعتين متساويتين: المجموعه التجريبيه التي تلقا افرادها برنامجا ارشاديا يستند الا منهج العلاج المعرفي السلوكي. والمجموعه الضابطه التي لم يتلق افرادها اي برنامج ارشادي. اظهرت نتائج تحليل التباين المشترك وجود فروق ذات دلاله احصائيه في القياس البعدي بين المجموعتين التجريبيه والضابطه من الاطفال علا مقياسي القلق والاكتئاب. حيث انخفض مستوا القلق والاكتئاب بدرجه اعلا لدا افراد المجموعه التجريبيه بالمقارنه مع افراد المجموعه الضابطه. كما اشارت نتائج المقارنات البعديه والتتبعيه لدا افراد المجموعه التجريبيه الا وجود فروق ظاهره بين متوسطات القياسين البعدي والتتبعي. لصالح التتبعي علا مقياسي الدراسهء فقد انخفضت الدرجات ايجابيا علا مقياس القلق, في حين ارتفعت الدرجات سلبا علا مقياس الاكتئاب. لكن هذه الفروق لم تصل الا مستوا الدلاله الاحصائيه. (ال",ARPD,finalpdfs/282.pdf,['اطفال الامهات المصابات بمرض مزمنء برنامج ارشاد'],[np.str_('AUTH_00044')]
409,"مات (سليمان. وهناك مراحل يمر بها الشركاء في حياتهم الاسريه بدءا من التعارف والخطبه حتا الاسره في اواخر العمر. وتعد مرحله الخطبه من الفترات المهمه في التنبؤ بطبيعه العلاقه الزوجيه لاحقا -(Halford Markman, 1997) وقد اولا الباحثون في مجال الاسره والزواج اهتماما كبيرا بمراحل تطور الاسره. حيث يستند لمتخصصون في عملهم الا مرحله الخطبه لرسم التوجهات العامه للعلاقه الناجحه, ٠ التي تفيد في تقديم مؤشر عملي علا مدا الرضا الزواجي لاطول وقت ممكن من الزمن (Askari, Noah, Hassan Baba, 2012) . ففي dubs قام بها هاملتون )1998 Sass (Hamilton, التعرف الا الامور التي يمكن تناولها في برامج تحضير ما قبل الزواج علا عينه عدد افرادها (371) طالبا جامعيا علا مقاعد التخرج في ولايه فلوريدا. اظهرت نتائجها اهتماما كبيرا من الشباب في البحث عن المصادر الرسميه والهامه حول مفهوم Clos ومهارات حل المشكلات, والصراع. وفي ذات الاتجاه. سعا لامبرت (Lambert, 2006) في دراسته الا الوصول لنموذج مقترح لبرنامج تحضيري للمقبلين علا الزواج. ومن بين الجهود التي بذلت علا صعيد العالم في مجال الارشاد الاسري والزواجي. الاهتمام باعداد برام",ARPD,finalpdfs/283.pdf,['المنحا الادلري. HLM BAS اداره الصراع. الخطبه'],[np.str_('AUTH_00191')]
410,هدفت هذه الدراسه الا فحص فاعليه برنامج تدريبي مستند الا انموذج مايكنباوم في خفض مستوا الرغبه بالتعاطي لدا مدمني المخدرات والمؤثرات العقليه. تكون افراد الدراسه من (30) فردا من مدمني المخدرات والمؤثرات العقليه المقيمين في مركز بيوت منتصف الطريق التابع لمستشفا المسره للامراض النفسيه والعصبيه في سلطنه Glee تم اختيارهم بالطريقه القصديه. وتوزيعهم عشوائيا بالتساوي الا مجموعتين: تجريبيه وضابطه. خضعت المجموعه التجريبيه الا البرنامج التدريبي المكون من (19) جلسه علا مدار ثلاثه اشهرء بينما لم تخضع المجموعه الضابطه لاي برنامج تدريبي. استخدم مقياس مستوا الرغبه بالتعاطي كمقياس قبلي وبعدي ومتابعه. اشارت النتائج الا ان هناك فرقا ذا دلاله التجريبيه مقارنه بالضابطه؛ اي ان البرنامج التدريبي المستند الا منحا تعديل السلوك المعرفي لمايكنباوم كان فعالا في خفض مستوا الرغبه بالتعاطي. كما اظهرت النتائج عدم وجود فروق علا مقياس الرغبه بالتعاطي لدا المجموعه التجريبيه بين القياس البعدي. وقياس المتابعه الذي اجري بعد اربعه اسابيع من توقف البرنامج التدريبي. (ال,ARPD,finalpdfs/284.pdf,"['نموذج مايكنبوم', 'الرغبه بالتعاطي. سلطنه (Slee']","[np.str_('AUTH_00056'), np.str_('AUTH_00085'), np.str_('AUTH_00144')]"
412,هدفت الدراسه الحاليه الا الكشف عن فاعليه برنامج ارشادي جماعي في خفض مستوا قلق الاختبار. وتحسين عادات الاستذكار لدا عينه من الطلاب المتفوقين في كليه التربيه بجامعه نجران. تكونت عينه الدراسه من (20) طالبا وزعوا بالتساوي في مجموعتينء هما: المجموعه الضابطه تكونت من )10( طلاب لم تخضع للمعالجه. والمجموعه التجريبيه تكونت من )10( طلاب خضعت لبرنامج ارشادي جماعي. واستخدم في جمع البيانات مقياس قلق الاختبارء ومقياس عادات الاستذكار اللذان اعدهما الباحث بعد التحقق من دلالات صدقهما وثباتهما في البيئه السعوديه. وكانت ابرز النتائج وجود فاعليه للبرنامج الارشادي الجماعي في خفض مستوا قلق الاختبار وتحسين عادات الاستذكار لدا افراد المجموعه التجريبيه. واوصت الدراسه بتوجيه وحدات الارشاد الاكاديمي في الجامعات الا تفعيل برامج الارشاد الجماعي في العمل الارشادي مع الطلاب المتفوقين وغير (ال,ARPD,finalpdfs/286.pdf,['برنامج ارشادي جماعيء قلق الاختبار. عادات الاستذكارء'],"[np.str_('AUTH_00213'), np.str_('AUTH_00146')]"
413,هدفت الدراسه الحاليه الا الكشف عن فاعليه برنامج ارشادي قائم علا السيكودراما في خفض السلوك الفوضوي وتنميه المهارات الاجتماعيه لدا طلبه صعوبات التعلم في لواء بني عبيد. تكونت عينه الدراسه من )24( طالبا من ذوي صعوبات التعلم الذكورء وزعوا بالتساوي الا مجموعتين: مجموعه تجريبيه ضمت )12( طالباء ومجموعه ضابطه ضمت (12) طالبا. وللتاكد من تحقيق الاهداف بني مقياسان: مقياس للسلوك الفوضويء ومقياس للمهارات الاجتماعيه وبرنامج ارشادي قائم علا السيكودراما. ولمعالجه بيانات الدراسه استخدمت المتوسطات الحسابيه. والانحرافات المعياريه. وتحليل التباين المشترك المتعدد .(MANCOVA) وتحليل التباين المشترك (ANCOVA) واظهرت النتائج وجود فروق داله احصائيا عند المستوا (0.05 ) بين المجموعتينء ولصالح المجموعه التجريبيه في خفض السلوك الفوضويء وتنميه المهارات الاجتماعيه علا الدرجه الكليه gles الابعاد الفرعيه. وانتهت الدراسه بالتوصيات. (ال,ARPD,finalpdfs/287.pdf,['السيكودراماء السلوك الفوضوي. المهارات الاجتماعيه'],"[np.str_('AUTH_00089'), np.str_('AUTH_00223'), np.str_('AUTH_00188')]"
414,هدفت الدراسه الا الكشف عن تصورات اعضاء هيئه التدريس والطلبه في جامعه اليرموك حول استخدام الاختبارات المحوسبه في التعليم. تكونت عينه الدراسه من )120( عضو هيئه cust ومن )380( طالبا وطالبه في جامعه اليرموك في الاردن. جرا اختيارهم بالطريق الطبقيه العشوائيه. وقام الباحثان بتطبيق استبانه مكونه من (27) فقره جرا التاكد من صدقها وثباتها. اشارت نتائج الدراسه الا ان تصورات اعضاء هيئه التدريس والطلبه جاءت بدرجه متوسطه. كما اشارت النتائج الا وجود فروق ذات دلاله احصائيه بين استجابات اعضاء هيئه التدريس والطلبه تعزا لمتغير الحاله لصالح Ayal ولمتغير الكليه لصالح الكليات الانسانيه. (ال,ARPD,finalpdfs/288.pdf,['الاختبارات المحوسبه. اعضاء هيئه التدريسء الطلبه. جامعه'],"[np.str_('AUTH_00053'), np.str_('AUTH_00034')]"
415,"هدفت الدراسه التعرف الا درجه ممارسه الحريه الاكاديميه, لدا اعضاء digs التدريس في الكليات الجامعيه التابعه لجامعه البلقاء التطبيقيه في محافظات شمالي المملكه. ولتحقيق اهداف الدراسه اتبع الباحث المنهج الوصفي المسحي. تمثلت اداه الدراسه في استبانه جرا التاكد من صدقها وثباتها. OSG مجتمع الدراسه من (373) من اعضاء الهيئه التدريسيه. وتم اختيار عينه طبقيه عشوائيه بلغت (170) عضو هيئه تدريس. تبين من تحليل النتائج ان المتوسط الحسابي العام لدرجات ممارسه الحريه الاكاديميه لدا اعضاء هيئه التدريس في كليات جامعه البلقاء في محافظات الشمال جاء بدرجه متوسطه. حيث بلغ المتوسط الحسابي لها )2.67( بانحراف معياري (",ARPD,finalpdfs/289.pdf,['الحريه الاكاديميه. اعضاء هيئه التدريسء جامعه البلقاء'],[np.str_('AUTH_00163')]
416,"هدف البحث الحالي الا تحديد مدا اختلاف مستوا التلكؤ الاكاديمي (الايجابي والسلبي) بسبب المرحله الدراسيه, وكذلك تحديد علاقه التلكؤ الاكاديمي (الايجابي والسلبي) بالتخطيط المستقبلي, وتحديد امكانيه التنبؤ SIL, الاكاديمي (الايجابي والسلبي) بمعلوميه التخطيط المستقبلي, واستخدم في الدراسه المنبج الوصفي الارتباطي, وتم تطبيق مقيامي التلكؤ الاكاديمي (الايجابي والسلبي) والتخطيط المستقبلي علا المشاركين,وتكونت عينه البحث من )335( طالبا من طلاب الفرقتين الاولا والرابعه بكليه التربيه للبنين باسيوط - جامعه الازهر, واظهرت نتائج البحثوجود مستوا متوسط من التلكؤ الاكاديمي السلبي, ومستوا مرتفع من التلكؤ الاكاديمي الايجابي, ولم تظهر فروق داله احصائيا في التلكؤ الاكاديمي (الايجابي والسلبي) لدا المشاركين تعود الا المستوا التعليمي, بينما اظبرت النتائج وجود علاقه ايجابيه بين التخطيط المستقبلي والتلكؤ ISM الايجابي, ووجود علاقه عكسيه بين التخطيط المستقبلي والتلكؤ الاكاديمي السلبي, وذلك لكل من (العينه الكليه للبحث, وعينه الفرقه الاولا, وعينه الفرقه الرابعه), واشارت النتائج الا امكانيه التنبؤ ايجابيا بالتلكؤ الاكاديمي الايجابي بمعلوميه التخطيط المستقبلي, وامكانيه التنبؤ عكسيا وعينه الفرقه الاولا, وعينه الفرقه الرابعه). ال",ARPD,finalpdfs/28.pdf,"['التخطيط المستقبلي', 'التلكؤ الاكاديمي الايجابي', 'التلكؤ الاكاديمي السلبي']",[np.str_('AUTH_00082')]
